****** PREMISSAS **********;;;;;;;;;;;;;;;;;;;
cod_premissa;descr;obs;segm_tipo_clb  ;classe;subClasse;formato;decimais;seqApresent;flag_desp_recorr_func ;descr_desp_recorr;obs_desp_recorr ;ano_versao_ini;ano_versao_fim;entidade_segm  ;;;;;
2019;VP0;i;SELL_PA_FL;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2019;VP0;i;SELL_PA_FL;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;i;SELL_PA_FL;vr;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SELL_PA_FL;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;i;SELL_PA_FL;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;i;SELL_PA_FL;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;i;SELL_PA_FL;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;i;SELL_PA_FL;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;i;SP;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2019;VP0;i;SP;vr;1;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;SP;vr;2;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;SP;vr;3;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;SP;vr;4;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;SP;vr;5;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;SP;vr;6;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;SP;vr;7;s;0;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73;500.73
2019;VP0;i;SUL_CUR;ass_med;1;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_CUR;ass_med;3;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_CUR;ass_med;4;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_CUR;ass_med;5;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_CUR;ass_med;6;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_CUR;ass_med;7;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;fgts;1;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;fgts;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;fgts;3;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;fgts;4;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;fgts;5;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;fgts;6;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;fgts;7;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;i;SUL_CUR;vr;1;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;i;SUL_CUR;vr;2;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;i;SUL_CUR;vr;3;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;i;SUL_CUR;vr;4;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;i;SUL_CUR;vr;5;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;i;SUL_CUR;vr;6;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;i;SUL_CUR;vr;7;s;0;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6;761.6
2019;VP0;i;SUL_FL;ass_med;1;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_FL;ass_med;3;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_FL;ass_med;4;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_FL;ass_med;5;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_FL;ass_med;6;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_FL;ass_med;7;s;0;337;337;337;337;337;337;337;337;337;337;337;337
2019;VP0;i;SUL_FL;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2019;VP0;i;SUL_FL;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2019;VP0;i;SUL_FL;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;i;SELL_PA_FL;vr;6;s;0;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75
2021;VP0;i;SELL_PA_FL;vr;7;s;0;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75;493.75
2021;VP0;i;SUL_FL;ass_med;1;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_FL;ass_med;3;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_FL;ass_med;4;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_FL;ass_med;5;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_FL;ass_med;6;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_FL;ass_med;7;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_FL;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2021;VP0;i;SUL_FL;vr;1;s;0;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95
2021;VP0;i;SUL_FL;vr;2;s;0;245;245;245;245;245;245;245;245;245;245;245;245
2021;VP0;i;SUL_FL;vr;3;s;0;506;506;506;506;506;506;506;506;506;506;506;506
2021;VP0;i;SUL_FL;vr;4;s;0;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95
2021;VP0;i;SUL_FL;vr;5;s;0;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95
2021;VP0;i;SUL_FL;vr;6;s;0;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95
2021;VP0;i;SUL_FL;vr;7;s;0;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95;492.95
2021;VP0;i;SUL_PA;ass_med;1;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_PA;ass_med;3;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_PA;ass_med;4;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_PA;ass_med;5;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SUL_PA;ass_med;6;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;i;SP;vr;7;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;CY_A_MEND;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;CY_A_MEND;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;i;CY_A_MEND;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;CY_A_MEND;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;CY_A_MEND;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;CY_A_MEND;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;CY_A_MEND;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;CY_A_MEND;dissidio;*;s;0;3.5;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;i;CY_A_MEND;vr;1;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;i;CY_A_MEND;vr;2;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;i;CY_A_MEND;vr;3;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;i;CY_A_MEND;vr;4;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;i;CY_A_MEND;vr;5;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;i;CY_A_MEND;vr;6;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;i;CY_A_MEND;vr;7;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;i;NORTE;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;NORTE;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;i;NORTE;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;NORTE;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;NORTE;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;NORTE;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;NORTE;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;NORTE;dissidio;*;s;0;3.5;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;i;NORTE;vr;1;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;i;NORTE;vr;2;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;i;NORTE;vr;3;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;i;NORTE;vr;4;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;i;NORTE;vr;5;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;i;NORTE;vr;6;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;i;NORTE;vr;7;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;i;RJ;vr;1;s;0;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25
2021;VP0;i;RJ;vr;2;s;0;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88
2021;VP0;i;RJ;vr;3;s;0;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75
2021;VP0;i;RJ;vr;4;s;0;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75
2021;VP0;i;RJ;vr;5;s;0;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75
2021;VP0;i;RJ;vr;6;s;0;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25
2021;VP0;i;RJ;vr;7;s;0;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75
2021;VP0;i;SELLER;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;SELLER;ass_med;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;i;SELLER;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;i;SELLER;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;SELLER;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;SELLER;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;SELLER;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;i;SELLER;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;i;SELLER;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2021;VP0;i;SELLER;vr;1;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;SELLER;vr;2;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;SELLER;vr;3;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;SELLER;vr;4;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;SELLER;vr;5;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;SELLER;vr;6;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;SELLER;vr;7;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;i;SELL_CUR;ass_med;1;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;RJ;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;e;RJ;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2019;VP0;e;*;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2019;VP0;e;*;ass_med;3;s;0;200;200;200;200;200;200;200;200;200;200;200;200
2019;VP0;e;*;ass_med;4;s;0;200;200;200;200;200;200;200;200;200;200;200;200
2022;VP0;a;SELL_CUR;ass_med;6;s;0;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19
2022;VP0;a;SELL_CUR;ass_med;7;s;0;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19;319.19
2022;VP0;a;SELL_CUR;dissidio;*;s;0;0;0;0;0;11;0;0;0;0;0;0;0
2022;VP0;a;SUL_CUR;ass_med;1;s;0;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77
2022;VP0;a;SUL_CUR;ass_med;3;s;0;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77
2022;VP0;a;SUL_CUR;ass_med;4;s;0;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77
2022;VP0;a;SUL_CUR;ass_med;5;s;0;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77
2022;VP0;a;NORTE-BE;vr;1;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2022;VP0;a;NORTE-BE;vr;2;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2022;VP0;a;NORTE-BE;vr;3;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2022;VP0;a;NORTE-BE;vr;4;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2022;VP0;a;NORTE-BE;vr;5;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2022;VP0;a;NORTE-BE;vr;6;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2022;VP0;a;NORTE-BE;vr;7;s;0;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75;519.75
2022;VP0;a;CY_A_MEND;ass_med;3;s;0;290.67;290.67;290.67;290.67;290.67;290.67;290.67;290.67;290.67;290.67;290.67;290.67
2022;VP0;a;CY_A_MEND;ass_med;4;s;0;289.95;289.95;289.95;289.95;289.95;289.95;289.95;289.95;289.95;289.95;289.95;289.95
2022;VP0;a;CY_A_MEND;ass_med;5;s;0;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39
2022;VP0;a;CY_A_MEND;ass_med;6;s;0;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39;955.39
2022;VP0;a;SELL_CUR;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;SELL_CUR;vr;2;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;SELL_CUR;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;SELL_CUR;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;SELL_CUR;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;SELL_CUR;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;SELL_CUR;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2022;VP0;a;SUL_CUR;ass_med;6;s;0;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77
2022;VP0;a;SUL_CUR;ass_med;7;s;0;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77;305.77
2022;VP0;a;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;11;0;0;0;0;0;0
2021;VP0;e;SELL_CUR;ass_med;3;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_CUR;ass_med;4;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_CUR;ass_med;5;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_CUR;ass_med;6;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_CUR;ass_med;7;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SELL_CUR;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2021;VP0;e;SELL_CUR;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;e;SELL_CUR;vr;2;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;e;SELL_CUR;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;e;SELL_CUR;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;e;SELL_CUR;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;e;SELL_CUR;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;e;SELL_CUR;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;e;SUL_CUR;ass_med;1;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SUL_CUR;ass_med;3;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SUL_CUR;ass_med;4;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SUL_CUR;ass_med;5;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SUL_CUR;ass_med;6;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SUL_CUR;ass_med;7;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2021;VP0;e;SUL_CUR;vr;1;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;e;SUL_CUR;vr;2;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;e;SUL_CUR;vr;3;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;e;SUL_CUR;vr;4;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;e;SUL_PA;ass_med;7;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;e;SUL_PA;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2021;VP0;e;SUL_PA;vr;1;s;0;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19
2021;VP0;e;SUL_PA;vr;2;s;0;256.6;256.6;256.6;256.6;256.6;256.6;256.6;256.6;256.6;256.6;256.6;256.6
2021;VP0;e;SUL_PA;vr;3;s;0;526.24;526.24;526.24;526.24;526.24;526.24;526.24;526.24;526.24;526.24;526.24;526.24
2021;VP0;e;SUL_PA;vr;4;s;0;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19
2021;VP0;e;SUL_PA;vr;5;s;0;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19
2021;VP0;e;SUL_PA;vr;6;s;0;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19;513.19
