;ano;cod_ccusto;cod_classe_custo;cod_sub_classe_custo;obs_valor;valor_m01;valor_m02;valor_m03;valor_m04;valor_m05;valor_m06;valor_m07;valor_m08;valor_m09;valor_m10;valor_m11;valor_m12
;2023;C0304REGRJ;5200504020;32;Aluguel de 3 impressoras.\nConsiderado 160/mês.;480;480;480;480;480;480;480;480;480;480;480;480
;2023;C0600RSCTR;5200503003;00;Obs: R$ 500 - Camisetas\nR$ 240 - Demais gastos com material;62;62;62;62;62;62;62;62;62;62;62;62
;2023;C0600RSCTR;5200504019;30;Obs: Entrega de documentos;5;5;5;5;5;5;5;5;5;5;5;5
;2023;C0219RJTEC;5200504008;00;Locação de impressoras e cópia e impressão.;2858;2858;2858;2858;2858;2858;2858;2858;2858;2858;2858;2858
;2023;C0042TESTE;5200208012;00;;0;0;0;0;0;0;0;1000;0;0;0;0
;2023;C0042SPAES;5200501001;00;Aluguel FLS - R$ 218.595\nAluguel Campinas - R$ 2.800\nCondomínio FLS - R$ 41.810\nFundo de Contigência - R$ 800;264005;264005;264005;264005;264005;264005;264005;290237;290237;290577;290577;290577
;2023;C0219SPSEC;5200503005;30;Obs: Para ocasiões especiais. Fechamentos após 21h, lançamentos, feirões e pequenos deslocamentos por Uber. Refeições plantões fora do expediente normal. Treinamento em outras regiões.;220;220;220;220;420;220;220;220;220;220;420;220
;2023;C0042SPAES;5200502001;00;Enel - Energia elétrica - Rateado boleto condomínio;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500;15500
;2023;C0304RJDAF;5200410004;00;;4375;4375;4375;4375;4375;4375;4375;4375;4375;4375;4375;4375
;2023;C0304RJDAF;5200502005;00;;250;250;250;250;250;250;250;250;250;250;250;250
;2023;C0304RJDAF;5200503005;30;Uber e taxi;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0304RJAES;5200502005;00;PLOTAGEM\nIMPRESSORA;270;270;270;270;270;270;270;270;270;270;270;270
;2023;C0304RJAES;5200505002;00;;141725;0;3012;0;0;10000;0;0;0;0;0;0
;2023;C0219SPSEC;5200504012;30;eventuais reuniões presenciais com a equipe;0;250;0;250;0;250;0;0;250;0;250;0
;2023;C0304RJDAF;5200503008;00;;0;0;0;0;0;0;0;0;0;160;0;0
;2023;C0304RJDAF;5200504002;30;Assessoria externa;850;850;850;850;850;850;850;850;850;850;850;850
;2023;C0304RJCTR;5200502005;00;;35;35;35;35;35;35;35;35;35;35;35;35
;2023;C0221EQSSE;5200503005;30;Café para as reuniões de equipe;400;400;400;400;400;400;400;400;400;400;400;400
;2023;C0221EQSSE;5200503001;30;Visita às obras e feiras\nConsiderado R$ 150/obra x 6 visitas/mês x feiras (4/ano);1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
;2023;C0221EQSSE;5200504012;30;Locação espaço + Coffee Break + Troféu;0;0;0;7000;0;0;0;0;0;0;0;0
;2023;C0221EQSMA;5200503001;30;Visita obras;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
;2023;C0221EQSMA;5200503003;00;Material escritório;300;300;300;300;300;300;300;300;300;300;300;300
;2023;C0221EQSMA;5200503005;30;Reunião equipe;400;400;400;400;400;400;400;400;400;400;400;400
;2023;C0221EQSMA;5200504012;30;Aluguel salão + buffet + troféu;0;0;0;7000;0;0;0;0;0;0;0;0
;2023;C0304RJINC;5200503008;00;;72;72;72;72;72;72;72;72;72;72;72;72
;2023;C0304RJAES;5200502001;00;;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000
;2023;C0600RSAES;5200501001;00;OFFICE 23 EMPREENDIMENTOS IMOBILIÁRIOS: 73.333 (exceção jan e fev: 68k)\nESPLANADA IMÓVEIS: 11.846\nEventuais locações de auditório/salão: 600;80446;80446;85779;85779;85779;85779;85779;85779;85779;85779;85779;85779
;2023;C0600RSAES;5200501003;00;;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
;2023;C0600RSAES;5200502001;00;Energia Elétrica;15593;15593;15593;14850;14850;14850;14850;14850;14850;14850;15593;15593
;2023;C0600RSAES;5200502007;00;Orçamento Geral Higiene e Limpeza - R$ 70.000\nOrçamento para higienização do carpete e das cadeiras da sala Pininfarina: R$ 10.000;7083;7083;7083;7083;7083;7083;7083;7083;7084;7084;7084;7084
;2023;C2546PRDTA;5200503003;00;;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C2546PRDTA;5200503011;00;;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C2546PRDTA;5200504008;00;;60;60;60;60;60;60;60;60;60;60;60;60
;2023;C2546PRDTA;5200504009;00;Locação de veículo junto à movida + despesas de combustível + rastreador + lavagem/manutenção veículo.;4100;4100;4100;4100;4100;4100;4100;4100;4100;4100;4100;4100
;2023;C2546PRDTA;5200504010;00;;120;120;120;120;120;120;120;120;120;120;120;120
;2023;C0600RSAES;5200502009;00;Seguros;330;330;333;333;333;333;333;333;333;333;333;333
;2023;C0600RSAES;5200503008;00;Legais e Cartoriais;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0600RSAES;5200503013;00;Assinatura Anual de Livros, Jornais e Re;209;209;209;209;208;208;208;208;208;208;208;208
;2023;C0600RSAES;5200504010;00;;3333;3333;3333;3333;3333;3333;3333;3333;3334;3334;3334;3334
;2023;C0600RSAES;5200504018;00;Gestão de Arquivos e Digitalizações;9166;9166;9166;9166;9167;9167;9167;9167;9167;9167;9167;9167
;2023;C0600RSAES;5200504021;00;;334;334;334;334;333;333;333;333;333;333;333;333
;2023;C0600RSAES;5200505002;00;Imposto Predial e Territorial Urbano - IPTU;0;0;0;0;0;0;0;0;0;0;0;68571
;2023;C0304RJQUA;5200502005;00;;109;109;109;109;109;109;109;109;109;109;109;109
;2023;C0304EQINP;5200502005;00;;75;75;75;75;75;75;75;75;75;75;75;75
;2023;C0219RJAS2;5200503009;00;Compra de Microondas: R$ 854.00 em Julho.\nCompra de Sanduicheira: R$ 181,00 em Fev.\nItens Diversos: R$ 181,00 mensal.;181;181;181;181;181;181;854;181;181;181;181;181
;2023;C0221COREB;5200503003;00;Custo com headset para equipe de atendimento. custo unitário R$386,10 (50 pessoas: central + fale)\nCentral (35 head - 13.513,50) / Fale (15 head - 5.791,50);0;0;0;9653;0;0;0;0;9652;0;0;0
;2023;C0042SPOTE;5200503003;00;;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0304SUVEN;5200502004;00;;70;70;70;70;70;70;70;70;70;70;70;70
;2023;C0219RJAS2;5200505002;00;;28726;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219RJAS2;5200503011;00;;0;2835;0;0;0;0;0;0;0;0;0;0
;2023;C0042SUVEN;5200503008;00;;100;100;100;100;100;100;100;100;100;100;0;0
;2023;C0304SUVEN;5200502005;00;;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C0219SLCEI;5200504010;00;EJR manutenção ar condicionado e junho 2.500 para troca de peças;410;410;410;410;410;2500;410;410;410;410;410;410
;2023;C3216CSAES;5200503003;00;Parklane - Mensalistas - R$ 4.000\n         - Abono visitas - R$ 1.000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
;2023;C0042COCOB;5200504012;30;Eventos externos com equipe, eventos de fechamento / eventos de recuperação de crédito.;0;0;2200;0;0;0;2200;0;0;0;2200;0
;2023;C0042COCOB;5200503001;30;Deslocamento de eventos equipe / uber / 99 taxi / pequenas viagens necessárias;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0042COCOB;5200503002;30;Material de Escritório;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0304RJPRD;5200502004;00;;9;9;9;9;9;9;9;9;9;9;9;9
;2023;C0042COCOB;5200503005;30;Valor utilizado para Coffes e Reunião de equipes/ Reuniões externas;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0042COCOB;5200503009;00;Compras de headsets;0;1200;0;0;1200;0;0;1200;0;0;1200;0
;2023;C0042COCOB;5200504002;30;Twillio / Unit For/PGA/Movile/Serasa/ WhatsApp /sinch (licenças / Setup / Mensageria)\nFerramentas de aplicação de régua de cobrança.;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000
;2023;C0042COCOB;5200504010;00;Manutenção de equipamentos da equipe, notebooks, baterias, headsets, etc;400;0;400;0;400;0;400;0;400;0;400;0
;2023;C0600RSRHU;5200503003;00;Coroa de flores e crachás;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0304RJPRD;5200502005;00;;75;75;75;75;75;75;75;75;75;75;75;75
;2023;C0304RJPDA;5200503005;30;Previsão pra eventual uso de app de mobilidade.;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0304COAPD;5200502005;00;;0;0;0;0;0;500;0;0;0;0;0;0
;2023;C2546RSPRJ;5200503003;00;;4400;0;0;0;0;0;0;0;0;0;0;0
;2023;C0304COAPD;5200503005;30;Previsão para eventual custo com apps de mobilidade;0;0;0;0;2000;0;0;0;0;0;0;0
;2023;C0042COMON;5200502004;00;Envio de materiais às regionais;40;40;40;40;40;40;40;40;40;40;40;40
;2023;C0219RJRHU;5200503016;00;ART CREA - Segurança do Trabalho: R$ 200,00 em Outubro. Sindicovi: R$ 8.900,00 - Sendo R$ 2.500,00 de BH e R$ 6.400,00 de PLR em Julho. Secovi: R$ 300,00 em Outubro;0;0;0;0;0;0;8900;0;0;500;0;0
;2023;C0219RJRHU;5200209001;00;Impressora de Crachás: Crachá R$ 1.800,00 em Janeiro, Julho e Outubro. Cordinhas: R$ 1.300,00 (550 peças - 500 corretores e 50 CLT) em 2 meses - (Fev, Maio e Agosto). Cartão de Acesso: R$ 700,00 (100 peças) em Fev, Maio, Agos. Pesquisa Criminal (Luxor): R$ 930,00 mensal. Mastmed: R$ 200 mensal.  Registro corretores sindicovi - R$ 210.000 (Fev) R$ 350 x 600 corretores. 6 vídeos para instagram – R$ 30 mil Março;2930;212200;30930;1130;3130;1130;3130;3130;1130;3130;1130;1130
;2023;C0219RJAES;5200505002;00;;60623;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219RJAES;5200503002;30;Material de escritório da Seller:  R$ 550,00 mensal;550;550;550;550;550;550;550;550;550;550;550;550
;2023;C0219RJRHU;5200208008;30;Vacinação gripe - Maio. 200 doses à R$ 70/unidade.;0;0;0;0;14000;0;0;0;0;0;0;0
;2023;C0219RJRHU;5200208008;31;Kit final de ano CLTs – 40kits de R$ 200,00 = R$ 8.000,00 . Novembro. Kit final de ano terceiros - 30 Kits de R$ 150,00 = R$ 4500.00. Novembro;0;0;0;0;0;0;0;0;0;0;12500;0
;2023;C0219RJRHU;5200208008;32;Frutas nos escritórios (Lead e Torre Norte);2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
;2023;C0219RJRHU;5200208008;33;"Dr Coluna" para CLTS - R$ 7500,00;7500;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219RJRHU;5200208008;34;Kit Natalidade - R$ 310. Fevereiro à Novembro;0;310;310;310;310;310;310;310;310;310;310;0
;2023;C0219RJRHU;5200208008;35;Shiatsu 1x por semana nas duas sedes/Torre Norte e Lead. R$ 4.300/mensal;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300;4300
;2023;C0219RJRHU;5200503005;30;Uber mensal - R$ 500\nReembolso - R$ 100 em Fevereiro, Junho e Outubro;500;600;500;500;500;600;500;500;500;600;500;500
;2023;C0219RJRHU;5200504001;30;Auditoria processos/documentações corretores associados Seller RJ;40000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219RJRHU;5200504002;30;Consultas e desarquivamento de processos criminais em caso de indicações de bons corretores. R$ 1.200 uma consulta por mês.;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
;2023;C0219RJRHU;5200504005;00;Anúncios patrocinados instagram e facebook = R$ 5.000 Em Fevereiro, Abril, Junho e Setembro. Land page patrocinado R$ 4.000,00 (janeiro, Março, Julho e Outubro). Créditos Solides - R$ 5 mil Maio e Agosto;4000;5000;4000;5000;5000;5000;4000;5000;5000;4000;0;0
;2023;C0042SPLGZ;5200503003;00;;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0219RJAES;5200503002;31;Envelopes Timbrado: R$ 300,00 em Março, Julho e Novembro;0;0;300;0;0;0;300;0;0;0;300;0
;2023;C0042CORCI;5200504002;33;software de apoio de dados financeiros;4200;4200;4200;4200;4200;4200;4200;4200;4200;4200;4200;4200
;2023;C0042CORCI;5200504002;34;Tradução simultânea das conferencias de resultados;0;0;0;2700;0;2700;0;0;2700;0;0;2700
;2023;C0042CORCI;5200504002;35;Site de RI + Consultoria + CRM base acionaria + Estudo Percepção Acionistas + Suporte Call;5500;25500;5500;9500;5500;9500;5500;5500;9500;5500;5500;9500
;2023;C0042CORCI;5200504002;36;2 assinaturas (considerei cambio de 5,50 x 749,50 USD);0;0;0;0;0;0;4122;0;0;0;0;0
;2023;C0219RJAS2;5200503002;30;Material de escritório: R$ 1.100,00 mensal.;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100
;2023;C0219RJAS2;5200503002;31;Luvas de Boxe e jogo do Bingo para o sorteio da Aparição premiada do comercial R$ 610,00 em Fev.;0;610;0;0;0;0;0;0;0;0;0;0
;2023;C0042CORCI;5200504002;37;Rating Cyrela;0;0;0;0;0;0;0;0;0;85000;0;0
;2023;C0042CORCI;5200504002;38;Rating Cyrela, USD 20k;0;0;0;0;0;0;110000;0;0;0;0;0
;2023;C0219RJAS2;5200503002;32;Envelopes Timbrados R$ 300,00;300;300;300;300;300;300;300;300;300;300;300;300
;2023;C0042SPAGI;5200410004;00;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;1000;1000;1000;16000;1000;1000;1000;1000;16000;1000;1000;1000
;2023;C0219SPBUS;5200410004;00;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;700;700;700;15700;700;700;700;15700;700;700;700;700
;2023;C0042SPAGI;5200503002;30;R$5/pessoa/mes;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0042SPAGI;5200503005;30;R$200/pessoa/mes;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
;2023;C0042COCOB;5200504019;30;Serviços de fretes e courrier que não estejam relacionados ao empreendimento.;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0219RJAS2;5200503004;30;Material copa e cozinha: R$ 2.000,00 mensal;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
;2023;C0042VZMKT;5200208006;30;Obs: Treinamentos e cursos específicos da área\nR$3.000 por analista\nR$5.000 para coordenador;0;0;10000;0;0;0;0;7000;0;0;0;0
;2023;C0042VZMKT;5200410004;00;Obs: Eventos gerais = 30k/ano\nLicença nova ferramenta = 100/mes/pessoa;500;500;500;15500;500;500;500;500;15500;500;500;500
;2023;C0042VZMKT;5200503002;30;R$5/pessoa/mes;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C0042VZMKT;5200503005;30;R$600/pessoa/mes;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
;2023;C0042SPAGI;5200208006;30;Obs: Treinamentos e cursos específicos da área\nR$3.000 por analista\nR$5.000 para coordenador;0;0;0;10000;0;0;10000;0;0;12000;0;0
;2023;C0042SPJIM;5200504002;30;contrato de assessoria no desenvolvimento das incorporações imobiliárias e demais serviços perante o cartório de registro de imóveis;28000;28000;28000;28000;28000;28000;28000;28000;28000;28000;28000;28000
;2023;C0304RJDDI;5200503005;30;Uber e Taxi;251;251;251;251;251;251;251;251;251;251;251;251
;2023;C3099SPAES;5200501001;00;Neo4 - Aluguel;55901;62610;62610;62610;62610;62610;62610;62610;62610;62610;62610;62610
;2023;C0042CORCI;5200504002;30;Formador de mercado CYRE3;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
;2023;C0042CORCI;5200504002;31;Escriturador de ações;50000;50000;50000;50000;50000;50000;50000;50000;50000;50000;50000;50000
;2023;C0304RJDDI;5200502005;00;;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C0042CORCI;5200504002;32;Atualização de cadastro da Eirenor no Banco Central para pagamento de dividendos;0;0;0;535;535;0;0;0;535;0;0;535
;2023;C0304RJTEC;5200504010;00;;10362;10362;10362;10362;10362;10362;10362;10362;10362;10362;10362;10362
;2023;C3228INOVA;5200503001;30;evento internacional de inovação em Austin, Texas;0;0;0;15000;0;0;0;0;0;0;0;0
;2023;C3228INOVA;5200503001;31;evento internacional de inovação em Lisboa, Portugal;0;0;0;0;0;0;0;0;0;0;15000;0
;2023;C0219RJAS2;5200503004;31;Locação de máquina de café: R$ 315,00 mensal.\nMaterial da máquina de Café: R$ 600,00 mensal.;915;915;915;915;915;915;915;915;915;915;915;915
;2023;C0219RJAS2;5200503004;32;Snacks para a sala de descompressão: R$ 1975,00 Jan, Maio e Agosto.\nLouças para a Copa: R$ 1000 em Abril e R$ 300 em Set.;1975;0;0;1000;1975;0;0;1975;300;0;0;0
;2023;C0219RJAS2;5200503004;33;Manutenção máquina de café industrial: R$ 400,00  Janeiro e junho.;400;0;0;0;0;400;0;0;0;0;0;0
;2023;C0219RJAS2;5200503004;34;Higienização do Bebedouro: R$ 500 em Jan e R$ 500 em Agosto\nTroca do refil dos filtros do Bebedouro (Gelar) R$ 332 Fev, Abril e R$ 290,00 em Agosto.;500;332;0;332;0;0;0;790;0;0;0;0
;2023;C0219RJAS2;5200504019;30;Transporte de Mobiliário R$ 600, em Fev e 500 em Agosto.;0;600;0;0;0;0;0;600;0;0;0;0
;2023;C0042BLPLM;5200503001;30;viagens a sao luis para acompanhamento de demandas a cada 3 meses se necessario;0;0;1;0;0;1;0;0;1;0;0;1
;2023;C3228INOVA;5200503001;32;evento interno de inovação nas regionais;0;0;0;4000;0;0;0;0;0;4000;0;0
;2023;C3228INOVA;5200503001;33;Evento internacional de data analytics;0;0;0;0;0;10000;0;0;0;0;0;0
;2023;C3228INOVA;5200504002;30;consultoria de inovação e cultura;19500;19500;19500;0;0;0;0;0;0;0;0;0
;2023;C3228INOVA;5200504002;31;consultoria para apoio de hunting de startups para investimento;0;35000;35000;35000;20000;20000;20000;20000;20000;20000;20000;20000
;2023;C3228INOVA;5200504002;32;Fee anual para mantenedor do nosso hub de inovação;0;200000;0;0;0;0;0;0;0;0;0;0
;2023;C3228INOVA;5200504002;33;Fee do hub de inovação para apoio de hunting de startups para provas de conceito;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000
;2023;C0304RJJUM;5200208006;30;compra de livro para meta desenvolvimento de time;0;160;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJMKT;5200504019;30;Despesas com transporte de documentos e mobiliários para eventos.;17;17;17;17;17;17;17;17;17;17;17;17
;2023;C3099SPAES;5200502009;00;EPL - Seguro;1500;0;0;0;0;0;0;0;0;0;0;0
;2023;C0600RSCOB;5200503003;00;;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0304RJJUM;5200503005;30;orçado semelhante ao realizado 2022, que estourou o orçado 2022, uma vez que o uso durante a pandemia foi muito diminuido, retornando ao normal em 2022.;333;333;333;333;333;333;333;333;333;333;333;333
;2023;C0304RJTEC;5200502005;00;Locação de Impressoras para uso do escritório: 4 Impressoras Salão e 1 Impressora Diretoria;3879;3879;3879;3879;3879;3879;3879;3879;3879;3879;3879;3879
;2023;C0304RJJUM;5200504020;30;mensalidade de usuário do jurídico - em 2022 foi pago por outro CC;220;220;220;220;220;220;220;220;220;220;220;220
;2023;C0221COTRC;5200502004;00;;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C0221COTRC;5200503008;00;;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C2546RSRCL;5200208006;30;Treinamentos e palestras para equipe e regional;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
;2023;C0304RJAES;5200503002;30;MATERIAL DE ESCRITÓRIO\nENVELOPES PERSONALISADOS\nHP;2087;2087;2087;2087;2087;2087;2087;2087;2087;2087;2087;2087
;2023;C0304RJAES;5200503004;30;CAIXA DE COPO D´AGUA\nINSUMOS MÁQUINAS\nANÁLISE D´AGUA E HINIENIZAÇÃO DOS BEBEDOUROS\nINSUMOS EM GERAL - COPA\nCOMPRA DE LOUÇAS - COPO E XÍCARAS C/ LOGO;2980;4596;2980;2980;2980;4596;2980;2980;2980;2980;2980;2980
;2023;C3228INOVA;5200504002;34;consultoria para headhunter de posições da área;0;0;0;0;0;0;0;0;22000;0;0;0
;2023;C3228INOVA;5200504002;35;consultoria responsável pela condução do programa C_inova 2023 (capacitação e mentoria);0;75000;0;0;0;0;0;75000;0;0;0;0
;2023;C3228INOVA;5200504002;36;Consultoria de inovação responsável pela condução do maratona ESG 2023 (hackathon);0;0;0;0;0;55000;0;0;0;0;55000;0
;2023;C3228INOVA;5200504002;37;Assessoria gerais para eventos de cultura, palestrantes, consultores e advisors de inovação;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C3228INOVA;5200504012;30;coffee break para eventos internos;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;1000
;2023;C3228INOVA;5200504012;31;evento interno de inovação;0;0;0;0;0;0;0;0;0;0;0;80000
;2023;C3228INOVA;5200504020;30;post-it digital para workshops;0;1000;0;0;0;0;0;0;0;0;0;0
;2023;C3228INOVA;5200504020;31;Plataforma online para hunting de startups;0;0;0;0;2500;0;0;0;0;0;0;0
;2023;C3228INOVA;5200504020;32;sistema online de gerenciamento de tarefas e projetos de inovação;0;10000;0;0;0;0;0;0;0;0;0;0
;2023;C3228INOVA;5200504020;33;Empresa responsável pela manutenção e hospedagem do site Next Floor;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0219RJAES;5200503004;30;Locação Máquina de Café.;315;315;315;315;315;315;315;315;315;315;315;315
;2023;C0219RJAES;5200503004;31;Insumos máquina de café.;400;400;400;400;400;400;400;400;400;400;400;400
;2023;C0219RJAES;5200503004;32;Troca de filtro dos purificadore: R$ 420,00 - (Janeiro/Junho)\nTroca de Peças e Manutenção da Máquina de Café Industrial - Cilíndrica: R$ 400,00 a cada 6 meses (Janeiro/Julho);820;0;0;0;0;420;400;0;0;0;0;0
;2023;C0219RJAES;5200503004;33;Material de copa e cozinha: R$ 1.771,00 mensal\nMateriais e Louças p/ Copa: R$ 500,00 em Abril;1771;1771;1771;2271;1771;1771;1771;1771;1771;1771;1771;1771
;2023;C0219RJAES;5200503004;34;Snacks p/ sala de descompressão: R$ 1.975,00 em Janeiro, Abril, Julho e Outubro.;1975;0;0;1975;0;0;1975;0;0;1975;0;0
;2023;C0600RSCOB;5200502004;00;Considerando as entregas de 2023 repasse equipe interna.;220;220;220;220;220;220;220;220;220;220;220;220
;2023;C0042COAES;5200501003;00;P10 - Diversos Civil - R4 2.200\nPJ / P10 - Diversos Elétrica e Civil - R$ 2.200\nDisparcon - Diversos Ar Condicionado - R$ 1.100\nKey World - Diversos Carimbo e Chaveiro - R$ 800\nMunhoz - Reciclagem Extintores - R$ 1.400\nCCN - Manutenção VAV's - R$ 4.357;10153;10153;10153;10153;10153;10153;10153;10457;10457;11857;10457;10457
;2023;C2546RSINS;5200503003;00;ORÇADA A AQUISIÇÃO DE 01 MONITOR 21,5", 01 TABLET PARA A ÁREA E MATERIAIS DIVERSOS DE ESCRITÓRIO.;0;999;1600;0;0;0;200;0;0;200;0;0
;2023;C2546RSRCL;5200503002;30;Material de apoio (caderno, canetas, . . . );60;60;60;60;60;60;60;60;60;60;60;60
;2023;C2546RSINS;5200503011;00;VALOR PREVISTO PARA COMPRA DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPIs).;0;0;0;600;0;0;0;0;600;0;0;0
;2023;C2546RSRCL;5200503005;30;deslocamentos para entregas de chaves e vistorias condomínios;550;550;550;550;550;550;550;550;550;550;550;550
;2023;C2546RSRCL;5200504012;30;Masterclass para a regional em celebração ao Mês do Cliente;0;0;0;0;0;0;0;0;27000;0;0;0
;2023;C2546RSRCL;5200504019;30;Fretes para entregas de chaves e kits de vistorias;360;360;360;360;360;360;360;360;360;360;360;360
;2023;C2546RSRCL;5200504020;30;Mensalidade software Calendly;90;90;90;90;90;90;90;90;90;90;90;90
;2023;C0304RJAES;5200503005;30;TAXI\nESTACIONAMENTO;160;160;160;160;160;160;160;160;160;160;160;160
;2023;C0304RJAES;5200504006;30;TROCA DE EXTINTORES;1000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJAES;5200504012;30;REUNIÃO EQUIPE A&s;0;0;0;0;0;0;0;0;0;0;0;500
;2023;C0304RJAES;5200504019;30;CORREIOS E MALOTE SP;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000
;2023;C0304RJAES;5200504020;30;PIPEFY - Ambientes & Serviços;2166;0;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJAES;5200504025;30;Orçamento de equipe terceirizada;58095;58095;58095;58095;58095;58095;58095;58095;58095;58095;58095;58095
;2023;C0221DPADM;5200504010;00;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0042ITAMB;5200504018;00;Prado Chaves - Gestão Guarda Externa Física - R$ 12.500\nPrado Chaves - Processo de Digitalização Guarda - R$ 4.500;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000
;2023;C0221EQSDE;5200502004;00;Obs: R$ 100,00 por mês, sendo 12x100,00 =  R$ 1.200,00 ano.;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0221EQSDE;5200503003;00;09 impressões (Supr e Viagem) de cartão de visita R$ 100,00 por pessoa (250 cartões)* 9 = R$ 900,00 ano\n09 capinhas ou suporte de notebook R$ 90,00 por pessoa * 9 = R$ 900,00 ano;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0221SPLPO;5200503001;30;Acompanhamento de obras em Campinas (4 a 5 obras) - Equipe de Planejamento;400;400;400;400;400;400;400;400;400;400;400;400
;2023;C2546RSDEN;5200502004;00;;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C2546RSDEN;5200502005;00;;20;20;20;20;20;20;20;20;20;20;20;20
;2023;C2546RSDEN;5200503002;30;Material de escritorio;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C2546RSDEN;5200503003;00;Cartão de visita;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C2546RSDEN;5200503005;30;(Treinamento e almoço)reunião + almoço externo estacionamento,pedágios;450;450;450;450;450;450;450;450;450;450;450;450
;2023;C2546RSDEN;5200503008;00;serviços de cartorio autenticações etc;20;20;20;20;20;20;20;20;20;20;20;20
;2023;C2546RSDEN;5200503016;00;;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C2546RSDEN;5200504009;00;;120;120;120;120;120;120;120;120;120;120;120;120
;2023;C2546RSDEN;5200504012;30;reunião de equipe;840;840;840;840;840;840;840;840;840;840;840;840
;2023;C2546RSDEN;5200504019;30;Motoboy Loggi;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C0221SPLPO;5200503005;30;Expense Mobi e Taxi das equipes de Orçamento e Planejamento.\n7 coordenadores + 1 Ger + 34 analistas = 42 total\nPlanejamento = 65  obras (1 visita por mês) x 65*2 * 15km (média) = 1.950 \nOrçamento = 2 viagens ubers ou expense mobi (1 stand por mês) = 40 x 15km (média) = 600\nCampinas 2x por mês x 100km = 200 reais\nVisitas Zorzi = 28 por ano x 3 x 2 (ida e volta) x 15km média / 12 meses = 200\nTotal - 2950/mÊs;2950;2950;2950;2950;2950;2950;2950;2950;2950;2950;2950;2950
;2023;C0221DPADM;5200208002;00;;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0221DPADM;5200502004;00;;800;800;800;800;800;800;800;800;800;800;800;800
