ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12;fornecedor;obs_valor;aux
2023;C0042SUVEN;5200503008;0;;100;100;100;100;100;100;100;100;100;100;0;0;;;
2023;C0217RJAPT;5200503008;0;;300;0;0;0;0;0;0;0;0;0;0;0;;;
2023;C0219COCTR;5200503008;0;;50;0;0;0;50;0;0;0;50;0;0;50;;;
2023;C0219COJVD;5200503008;0;;100;100;100;100;100;100;100;100;100;100;100;100;;;
2023;C0219RJAES;5200503008;0;Despesas extras com cartório 15: R$ 70,00 a cada 4 meses (Janeiro, Maio, Setembro) (autenticações, reconhecimento de firma e etc.);70;0;0;0;70;0;0;0;70;0;0;0;;Despesas extras com cartório 15: R$ 70,00 a cada 4 meses (Janeiro, Maio, Setembro) (autenticações, reconhecimento de firma e etc.);Despesas extras com cartório 15: R$ 70,00 a cada 4 meses (Janeiro, Maio, Setembro) (autenticações, reconhecimento de firma e etc.)
2023;C0221COPJT;5200503008;0;;0;0;0;360;0;180;0;0;0;180;180;0;;;
2023;C0221COTRC;5200503008;0;;30;30;30;30;30;30;30;30;30;30;30;30;;;
2023;C0221COTRD;5200503008;0;;46;46;46;46;46;46;46;46;46;46;46;46;;;
2023;C0304RJAPT;5200503008;0;;300;0;0;0;0;0;0;0;0;0;0;0;;;
2023;C0304RJDAF;5200503008;0;;0;0;0;0;0;0;0;0;0;160;0;0;;;
2023;C0304RJDI1;5200503008;0;;10;10;10;10;10;10;10;10;10;10;10;10;;;
2023;C0304RJINC;5200503008;0;;72;72;72;72;72;72;72;72;72;72;72;72;;;
2023;C0304RJJUM;5200503008;0;;42;42;42;42;42;42;42;42;42;42;42;42;;;
2023;C0304RJTER;5200503008;0;;10;10;10;10;10;10;10;10;10;10;10;10;;;
2023;C0600RSAES;5200503008;0;Legais e Cartoriais;50;50;50;50;50;50;50;50;50;50;50;50;;Legais e Cartoriais;Legais e Cartoriais
2023;C0600RSCOB;5200503008;0;]renovação por 3 anos dos Certificados Digitais de Gilson e Jair;0;0;0;300;0;0;0;0;0;0;0;0;;]renovação por 3 anos dos Certificados Digitais de Gilson e Jair;]renovação por 3 anos dos Certificados Digitais de Gilson e Jair
2023;C0600RSTER;5200503008;0;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;;
2023;C2546RSDEN;5200503008;0;serviços de cartorio autenticações etc;20;20;20;20;20;20;20;20;20;20;20;20;;serviços de cartorio autenticações etc;serviços de cartorio autenticações etc
2023;C0042COAES;5200503009;0;Cadeiras - Staff - R$ 60.000;60000;0;0;0;0;0;0;0;0;0;0;0;;Cadeiras - Staff - R$ 60.000;Cadeiras - Staff - R$ 60.000
2023;C0042COCOB;5200503009;0;Compras de headsets;0;1200;0;0;1200;0;0;1200;0;0;1200;0;;Compras de headsets;Compras de headsets
2023;C0042COGGC;5200503009;0;;0;0;500;0;0;500;0;0;500;0;0;500;;;
2023;C0042ITAMB;5200503009;0;Trafo Sobre Salente - R$ 2.500\nCompra de cadeiras - R$ 45.000;47500;0;0;0;0;0;0;0;0;0;0;0;;Trafo Sobre Salente - R$ 2.500\nCompra de cadeiras - R$ 45.000;Trafo Sobre Salente - R$ 2.500\nCompra de cadeiras - R$ 45.000
2023;C0042SPCRP;5200503009;0;aquisição de frigobar para área.;2000;0;0;0;0;0;0;0;0;0;0;0;;aquisição de frigobar para área.;aquisição de frigobar para área.
2023;C0042SPOTE;5200503009;0;Aquisição de pequenos imobilizados (headset's/ baterias etc);0;0;0;2000;0;0;0;2000;0;0;0;0;;Aquisição de pequenos imobilizados (headset's/ baterias etc);Aquisição de pequenos imobilizados (headset's/ baterias etc)
2023;C0042SUVEN;5200503009;0;;100;100;100;100;100;100;100;100;100;100;100;100;;;
2023;C0219COCTR;5200503009;0;;100;100;100;100;100;100;100;100;100;100;100;100;;;
2023;C0219COJVD;5200503009;0;;100;100;100;100;100;100;100;100;100;100;100;100;;;
2023;C0219EQRHS;5200503009;0;Caixa de Som RH;2000;0;0;0;0;0;0;0;0;0;0;0;;Caixa de Som RH;Caixa de Som RH
2023;C0219EQTIV;5200503009;0;Teclado, Mouse, SSD, Memória, Cabo HDMI, bateria notebook, carregador;13860;600;1600;1600;1440;1440;1440;1440;1440;0;0;0;;Teclado, Mouse, SSD, Memória, Cabo HDMI, bateria notebook, carregador;Teclado, Mouse, SSD, Memória, Cabo HDMI, bateria notebook, carregador
2023;C0219RJAES;5200503009;0;Imobilizado de pequeno valor: R$ 120,00 mensal.\nMicroondas: R$ 900,00 em Abril.;120;120;470;1020;120;120;120;120;120;120;120;120;;Imobilizado de pequeno valor: R$ 120,00 mensal.\nMicroondas: R$ 900,00 em Abril.;Imobilizado de pequeno valor: R$ 120,00 mensal.\nMicroondas: R$ 900,00 em Abril.
2023;C0219RJAS2;5200503009;0;Compra de Microondas: R$ 854.00 em Julho.\nCompra de Sanduicheira: R$ 181,00 em Fev.\nItens Diversos: R$ 181,00 mensal.;181;181;181;181;181;181;854;181;181;181;181;181;;Compra de Microondas: R$ 854.00 em Julho.\nCompra de Sanduicheira: R$ 181,00 em Fev.\nItens Diversos: R$ 181,00 mensal.;Compra de Microondas: R$ 854.00 em Julho.\nCompra de Sanduicheira: R$ 181,00 em Fev.\nItens Diversos: R$ 181,00 mensal.
2023;C0219RJTC2;5200503009;0;Mouse: R$ 2.000,00 em Janeiro\nTeclado: R$ 650,00 em Janeiro\nHeadfone: R$ 1.080,00 em Março\nHD/SSD: R$ 2.000,00 em Maio\nUp Grade de Memória: R$ 1.600,00 em Maio\nAdaptador Monitor: R$ 500,00 em Março\nKit Ferramenta: R$ 200,00 em Fevereiro\nBateria p/ Notebook: R$ 900,00 em Abril\nCarregador p/ Notebook: R$ 400,00 em Abril\nItens Diversos: R$ 150,00 mensal\nSmartphone para os plantões: R$ 1.200,00 em Fevereiro;2800;1550;1730;1450;3750;150;150;150;150;150;150;150;;Mouse: R$ 2.000,00 em Janeiro\nTeclado: R$ 650,00 em Janeiro\nHeadfone: R$ 1.080,00 em Março\nHD/SSD: R$ 2.000,00 em Maio\nUp Grade de Memória: R$ 1.600,00 em Maio\nAdaptador Monitor: R$ 500,00 em Março\nKit Ferramenta: R$ 200,00 em Fevereiro\nBateria p/ Notebook: R$ 900,00 em Abril\nCarregador p/ Notebook: R$ 400,00 em Abril\nItens Diversos: R$ 150,00 mensal\nSmartphone para os plantões: R$ 1.200,00 em Fevereiro;Mouse: R$ 2.000,00 em Janeiro\nTeclado: R$ 650,00 em Janeiro\nHeadfone: R$ 1.080,00 em Março\nHD/SSD: R$ 2.000,00 em Maio\nUp Grade de Memória: R$ 1.600,00 em Maio\nAdaptador Monitor: R$ 500,00 em Março\nKit Ferramenta: R$ 200,00 em Fevereiro\nBateria p/ Notebook: R$ 900,00 em Abril\nCarregador p/ Notebook: R$ 400,00 em Abril\nItens Diversos: R$ 150,00 mensal\nSmartphone para os plantões: R$ 1.200,00 em Fevereiro
2023;C0219RJTEC;5200503009;0;Mouse: R$ 2.000,00 em Janeiro\nTeclado: R$ 650,00 em Janeiro\nHeadfone: R$ 2.700,00 em Março\nHD/ SSD: \R$ 2.000,00 em Maio\nUp Grade de memória: R$ 1.600,00 em Maio\nAdaptador Monitor: R$ 375,00 em Março\nBateria p/ Notebook: R$ 1.800,00 em Abril\nCarregador p/ Notebook: R$ 2.000,00 em Abril\nItens Diversos: R$ 150,00 mensal;2800;150;3225;3950;3750;150;150;150;150;150;150;150;;Mouse: R$ 2.000,00 em Janeiro\nTeclado: R$ 650,00 em Janeiro\nHeadfone: R$ 2.700,00 em Março\nHD/ SSD: \R$ 2.000,00 em Maio\nUp Grade de memória: R$ 1.600,00 em Maio\nAdaptador Monitor: R$ 375,00 em Março\nBateria p/ Notebook: R$ 1.800,00 em Abril\nCarregador p/ Notebook: R$ 2.000,00 em Abril\nItens Diversos: R$ 150,00 mensal;Mouse: R$ 2.000,00 em Janeiro\nTeclado: R$ 650,00 em Janeiro\nHeadfone: R$ 2.700,00 em Março\nHD/ SSD: \R$ 2.000,00 em Maio\nUp Grade de memória: R$ 1.600,00 em Maio\nAdaptador Monitor: R$ 375,00 em Março\nBateria p/ Notebook: R$ 1.800,00 em Abril\nCarregador p/ Notebook: R$ 2.000,00 em Abril\nItens Diversos: R$ 150,00 mensal
2023;C0219RSTIV;5200503009;0;R$12.909,00\nHEADSET -  30\nFONTE NOTEBOOK - 2\nPATCH CORD - 8\nMOUSE - 10\nTECLADO E MOUSE SEM FIO - 5\nSuporte Ergonômico Regulável para Notebook - 5\nCabo Vga P/monitor - 5\nAdaptador Conversor VGA - 5\nCabo Conversor - 5\nCase HD - 2\nSSD - 8\nMemória - 8\nAdaptador USB - 2\nAlicate crimpador - 1\nCabo HDMI - 1\nKit de Ferramentas - 1\nTestador de cabos - 1\nAlicate desencapador - 1\nCaixa Amplificadora - 1;6000;1000;1000;4909;0;0;0;0;0;0;0;0;;R$12.909,00\nHEADSET -  30\nFONTE NOTEBOOK - 2\nPATCH CORD - 8\nMOUSE - 10\nTECLADO E MOUSE SEM FIO - 5\nSuporte Ergonômico Regulável para Notebook - 5\nCabo Vga P/monitor - 5\nAdaptador Conversor VGA - 5\nCabo Conversor - 5\nCase HD - 2\nSSD - 8\nMemória - 8\nAdaptador USB - 2\nAlicate crimpador - 1\nCabo HDMI - 1\nKit de Ferramentas - 1\nTestador de cabos - 1\nAlicate desencapador - 1\nCaixa Amplificadora - 1;R$12.909,00\nHEADSET -  30\nFONTE NOTEBOOK - 2\nPATCH CORD - 8\nMOUSE - 10\nTECLADO E MOUSE SEM FIO - 5\nSuporte Ergonômico Regulável para Notebook - 5\nCabo Vga P/monitor - 5\nAdaptador Conversor VGA - 5\nCabo Conversor - 5\nCase HD - 2\nSSD - 8\nMemória - 8\nAdaptador USB - 2\nAlicate crimpador - 1\nCabo HDMI - 1\nKit de Ferramentas - 1\nTestador de cabos - 1\nAlicate desencapador - 1\nCaixa Amplificadora - 1
2023;C0219SLCEI;5200503009;0;Compra de lixeiras para o escritório. Compra de 10 de inox para copa e banheiros, mais durabilidade e salubridade e 52 escritório simples.;3000;0;0;0;0;0;0;0;0;0;0;0;;Compra de lixeiras para o escritório. Compra de 10 de inox para copa e banheiros, mais durabilidade e salubridade e 52 escritório simples.;Compra de lixeiras para o escritório. Compra de 10 de inox para copa e banheiros, mais durabilidade e salubridade e 52 escritório simples.
2023;C0221COTRD;5200503009;0;;0;0;0;0;0;280;0;0;0;0;0;0;;;
2023;C0600RSAPO;5200503009;0;Headset e tiara recepção\n2 telas computador para recepção;350;350;350;350;350;350;350;350;350;350;350;350;;Headset e tiara recepção\n2 telas computador para recepção;Headset e tiara recepção\n2 telas computador para recepção
2023;C0600RSCOB;5200503009;0;dois celulares, cobrança e repasse;2000;0;0;0;0;0;0;0;0;0;0;0;;dois celulares, cobrança e repasse;dois celulares, cobrança e repasse
2023;C0600RSIFR;5200503009;0;;580;580;580;580;580;580;580;580;580;580;580;580;;;
2023;C0600RSIMP;5200503009;0;COMPRA DE TECLADO, MOUSE, FITA DA ETIQUETADORA, CABOS, PENDRIVES, FITAS DE BACKUP ETC;2367;2367;2367;2367;2367;2367;2367;2367;2367;2367;2367;2367;;COMPRA DE TECLADO, MOUSE, FITA DA ETIQUETADORA, CABOS, PENDRIVES, FITAS DE BACKUP ETC;COMPRA DE TECLADO, MOUSE, FITA DA ETIQUETADORA, CABOS, PENDRIVES, FITAS DE BACKUP ETC
2023;C0600RSRHU;5200503009;0;;2000;0;0;0;0;0;0;0;0;0;0;0;;;
2023;C2546PRDTA;5200503009;0;;70;70;70;70;70;70;70;70;70;70;70;70;;;
2023;C2546RSDTA;5200503009;0;Aquisição de ferramentas ou equipamentos para investigação das patologias.;200;200;200;200;200;200;200;200;200;200;200;200;;Aquisição de ferramentas ou equipamentos para investigação das patologias.;Aquisição de ferramentas ou equipamentos para investigação das patologias.
2023;C0042BLAES;5200503011;0;;800;0;0;0;0;0;0;0;0;0;0;0;;;
2023;C0042SPMAL;5200503011;0;;0;0;4000;0;0;0;0;300;0;0;0;0;;;
2023;C0219RJAES;5200503011;0;Uniforme recepção.;0;0;0;0;2835;0;0;0;0;0;0;0;;Uniforme recepção.;Uniforme recepção.
2023;C0219RJAS2;5200503011;0;;0;2835;0;0;0;0;0;0;0;0;0;0;;;
2023;C0219SLPOA;5200503011;0;;7200;0;0;0;0;0;0;0;0;0;0;0;;;
2023;C0221PJLIV;5200503011;0;Verba prevista para compra de EPI (botas e capacetes) para time;0;105;0;105;0;105;0;105;0;0;0;0;;Verba prevista para compra de EPI (botas e capacetes) para time;Verba prevista para compra de EPI (botas e capacetes) para time
2023;C0304RJAES;5200503011;0;UNIFORMES COPEIRAS;167;167;167;167;167;167;167;167;167;167;167;167;;UNIFORMES COPEIRAS;UNIFORMES COPEIRAS
2023;C0600RSAPO;5200503011;0;Uniformes equipe (recepção e copa) troca nas estações;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;Uniformes equipe (recepção e copa) troca nas estações;Uniformes equipe (recepção e copa) troca nas estações
2023;C2546PRDTA;5200503011;0;;200;200;200;200;200;200;200;200;200;200;200;200;;;
2023;C2546RSDTA;5200503011;0;Aquisição de uniformes e epis para a equipe.;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;;Aquisição de uniformes e epis para a equipe.;Aquisição de uniformes e epis para a equipe.
2023;C2546RSINS;5200503011;0;VALOR PREVISTO PARA COMPRA DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPIs).;0;0;0;600;0;0;0;0;600;0;0;0;;VALOR PREVISTO PARA COMPRA DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPIs).;VALOR PREVISTO PARA COMPRA DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPIs).
2023;C2546RSPRF;5200503011;0;UNIFORMES VISTORIADORAS PREFERENCE - FORNECEDOR FERFEI;90;90;90;90;90;90;90;90;90;90;90;90;;UNIFORMES VISTORIADORAS PREFERENCE - FORNECEDOR FERFEI;UNIFORMES VISTORIADORAS PREFERENCE - FORNECEDOR FERFEI
2023;C2546RSRCL;5200503011;0;Uniformes para equipe (500 x 9 colaboradores);375;375;375;375;375;375;375;375;375;375;375;375;;Uniformes para equipe (500 x 9 colaboradores);Uniformes para equipe (500 x 9 colaboradores)
2023;C2546RSSUP;5200503011;0;;0;0;200;0;200;0;0;0;200;0;200;0;;;
2023;C3099RHUVZ;5200503011;0;;100000;0;0;0;0;0;100000;0;0;0;0;0;;;
2023;C0042COMON;5200503013;0;Renovação anual das assinaturas dos jornais Folha de São Paulo, Valor Econômico e O Estado de São Paulo.;0;0;5000;0;0;0;0;0;0;0;0;0;;Renovação anual das assinaturas dos jornais Folha de São Paulo, Valor Econômico e O Estado de São Paulo.;Renovação anual das assinaturas dos jornais Folha de São Paulo, Valor Econômico e O Estado de São Paulo.
2023;C0042SPPRC;5200503013;0;;150;150;150;150;150;150;150;150;150;150;150;150;;;
2023;C0219SLCEI;5200503013;0;;0;0;0;0;0;0;0;0;0;1400;0;0;;;
2023;C0221COTRD;5200503013;0;;510;510;510;510;510;510;510;510;510;510;510;510;;;
2023;C0600RSAES;5200503013;0;Assinatura Anual de Livros, Jornais e Re;209;209;209;209;208;208;208;208;208;208;208;208;;Assinatura Anual de Livros, Jornais e Re;Assinatura Anual de Livros, Jornais e Re
2023;C0600RSDIR;5200503013;0;NET Sala Diretoria mensal\nAssinatura Jornais impressões e digitais;650;650;650;650;650;650;650;650;650;650;650;650;;NET Sala Diretoria mensal\nAssinatura Jornais impressões e digitais;NET Sala Diretoria mensal\nAssinatura Jornais impressões e digitais
2023;C0042COCTB;5200503016;0;;0;0;600;0;0;0;0;0;0;0;0;0;;;
2023;C0042COPRE;5200503016;0;;101773;101773;101773;101773;0;0;0;0;0;0;0;0;;;
2023;C0042CORCI;5200503016;0;B3 anualidade + B3 taxa de voto a distancia + CVM;0;220000;22000;25000;0;22000;0;0;22000;0;0;22000;;B3 anualidade + B3 taxa de voto a distancia + CVM;B3 anualidade + B3 taxa de voto a distancia + CVM
2023;C0042SPESG;5200503016;0;taxas para participação de ISE da B3 e CDP;50000;0;0;0;0;0;0;0;0;0;0;0;;taxas para participação de ISE da B3 e CDP;taxas para participação de ISE da B3 e CDP
2023;C0217RJAPT;5200503016;0;;7500;0;5000;39000;0;3000;0;0;0;9000;0;0;;;
2023;C0219EQRHV;5200503016;0;Taxa de Assinatura de Contrato - Sindicato - 300,00 por Associado , Distrato 200,00 por Associado;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;;Taxa de Assinatura de Contrato - Sindicato - 300,00 por Associado , Distrato 200,00 por Associado;Taxa de Assinatura de Contrato - Sindicato - 300,00 por Associado , Distrato 200,00 por Associado
2023;C0219RJAES;5200503016;0;Despesas com o Creci do Marcel : R$ 781,00 em Fevereiro \ndespesas com o CRECI da Seller: R$ 1.562,00 em Fevereiro;0;2343;0;0;0;0;0;0;0;0;0;0;;Despesas com o Creci do Marcel : R$ 781,00 em Fevereiro \ndespesas com o CRECI da Seller: R$ 1.562,00 em Fevereiro;Despesas com o Creci do Marcel : R$ 781,00 em Fevereiro \ndespesas com o CRECI da Seller: R$ 1.562,00 em Fevereiro
2023;C0219RJRHU;5200503016;0;ART CREA - Segurança do Trabalho: R$ 200,00 em Outubro. Sindicovi: R$ 8.900,00 - Sendo R$ 2.500,00 de BH e R$ 6.400,00 de PLR em Julho. Secovi: R$ 300,00 em Outubro;0;0;0;0;0;0;8900;0;0;500;0;0;;ART CREA - Segurança do Trabalho: R$ 200,00 em Outubro. Sindicovi: R$ 8.900,00 - Sendo R$ 2.500,00 de BH e R$ 6.400,00 de PLR em Julho. Secovi: R$ 300,00 em Outubro;ART CREA - Segurança do Trabalho: R$ 200,00 em Outubro. Sindicovi: R$ 8.900,00 - Sendo R$ 2.500,00 de BH e R$ 6.400,00 de PLR em Julho. Secovi: R$ 300,00 em Outubro
2023;C0219SLCEI;5200503016;0;;0;0;0;3000;0;0;0;0;0;0;0;0;;;
2023;C0221SPDEL;5200503016;0;Anuidade CREA;600;0;0;0;0;0;0;0;0;0;0;0;;Anuidade CREA;Anuidade CREA
2023;C0275RHUVH;5200503016;0;Assinatura do Sindicato no Contrato e distrato + Anuidade CRECI;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;40000;;Assinatura do Sindicato no Contrato e distrato + Anuidade CRECI;Assinatura do Sindicato no Contrato e distrato + Anuidade CRECI
2023;C0304RJAPT;5200503016;0;;800;0;14000;0;2000;0;0;2000;0;0;0;0;;;
2023;C0600RSRHU;5200503016;0;Sinduscon;496;496;496;496;496;496;600;600;600;600;600;600;;Sinduscon;Sinduscon
2023;C2546RSDEN;5200503016;0;;150;150;150;150;150;150;150;150;150;150;150;150;;;
2023;C0042COCTB;5200504001;30;Deloitte auditoria Ltda - Auditoria anual;74641;74641;74641;74641;74641;74641;74641;74641;74641;74641;74641;74641;Deloitte auditoria Ltda;Auditoria anual;Deloitte auditoria Ltda - Auditoria anual
2023;C0042SPESG;5200504001;30;Deloitte Brazil Auditores - auditoria relatorio de sustentabilidade padrao GRi;85000;0;0;0;0;0;0;0;0;0;0;0;Deloitte Brazil Auditores;auditoria relatorio de sustentabilidade padrao GRi;Deloitte Brazil Auditores - auditoria relatorio de sustentabilidade padrao GRi
2023;C0219EQRHV;5200504001;30;Auditoria Contratos Associados - Auditoria Jurídica preventivo trabalhista;0;30000;0;0;0;0;0;0;30000;0;0;0;Auditoria Contratos Associados;Auditoria Jurídica preventivo trabalhista;Auditoria Contratos Associados - Auditoria Jurídica preventivo trabalhista
2023;C0219RJRHU;5200504001;30;À definir....... - Auditoria processos/documentações corretores associados Seller RJ;40000;0;0;0;0;0;0;0;0;0;0;0;À definir.......;Auditoria processos/documentações corretores associados Seller RJ;À definir....... - Auditoria processos/documentações corretores associados Seller RJ
2023;C0221SPQUA;5200504001;30;ABNT - Certificação - Contrato total 52.800 (auditorias de 2022,2023 e 2024) saldo de contrato 12x1.3k\nabr/23 previsto + 1k para despesas de refeição/deslocamento auditor;1300;1300;1300;2300;1300;1300;1300;1300;1300;1300;1300;1300;ABNT - Certificação;Contrato total 52.800 (auditorias de 2022,2023 e 2024) saldo de contrato 12x1.3k\nabr/23 previsto + 1k para despesas de refeição/deslocamento auditor;ABNT - Certificação - Contrato total 52.800 (auditorias de 2022,2023 e 2024) saldo de contrato 12x1.3k\nabr/23 previsto + 1k para despesas de refeição/deslocamento auditor
2023;C0304RJQUA;5200504001;30;BRTUV Certificadora - Auditoria de certificação na ISO 14001 e de recertificação na ISO 9001, ISO 45001 e PBQP-H.\nO valor aumentará em relação a 2022, devido à nova certificação ambiental (ISO 14001).\nOrçado com base na proposta enviada pelo fornecedor.;0;0;0;0;0;74000;0;0;0;0;0;0;BRTUV Certificadora;Auditoria de certificação na ISO 14001 e de recertificação na ISO 9001, ISO 45001 e PBQP-H.\nO valor aumentará em relação a 2022, devido à nova certificação ambiental (ISO 14001).\nOrçado com base na proposta enviada pelo fornecedor.;BRTUV Certificadora - Auditoria de certificação na ISO 14001 e de recertificação na ISO 9001, ISO 45001 e PBQP-H.\nO valor aumentará em relação a 2022, devido à nova certificação ambiental (ISO 14001).\nOrçado com base na proposta enviada pelo fornecedor.
2023;C2546RSQUA;5200504001;30;Auditoria interna e consultoria - Auditoria interna e consultoria;0;0;0;4200;0;0;0;0;4200;0;0;0;Auditoria interna e consultoria;Auditoria interna e consultoria;Auditoria interna e consultoria - Auditoria interna e consultoria
2023;C2546RSQUA;5200504001;31;auditoria externa - auditoria externa;0;0;0;0;0;0;0;0;8500;0;0;0;auditoria externa;auditoria externa;auditoria externa - auditoria externa
2023;C0042BLRHU;5200504002;30;Diversos Fornecedores - Ações de rh;750;200;200;200;500;1500;200;200;0;500;200;200;Diversos Fornecedores;Ações de rh;Diversos Fornecedores - Ações de rh
2023;C0042COAUD;5200504002;30;Assessoria de Gestão de Riscos - Pratique Ética - Assessoria para acompanhamento de riscos e auditoria interna (Camila Conceição);10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;Assessoria de Gestão de Riscos;Pratique Ética - Assessoria para acompanhamento de riscos e auditoria interna (Camila Conceição);Assessoria de Gestão de Riscos - Pratique Ética - Assessoria para acompanhamento de riscos e auditoria interna (Camila Conceição)
2023;C0042COAUD;5200504002;31;Assessoria para Auditoria De Riscos - Assessoria para cumprimento da politica de auditoria interna - Consultoria RSM;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;Assessoria para Auditoria De Riscos;Assessoria para cumprimento da politica de auditoria interna - Consultoria RSM;Assessoria para Auditoria De Riscos - Assessoria para cumprimento da politica de auditoria interna - Consultoria RSM
2023;C0042COAUD;5200504002;32;Assessoria de Comunicação - Assessoria de Comunicação Lima Feigelson para projeto de comunicação de Integridade;15000;0;0;0;0;0;0;0;0;0;15000;0;Assessoria de Comunicação;Assessoria de Comunicação Lima Feigelson para projeto de comunicação de Integridade;Assessoria de Comunicação - Assessoria de Comunicação Lima Feigelson para projeto de comunicação de Integridade
2023;C0042COAUD;5200504002;33;Assessoria para treinamentos - Assessoria para treinamentos de Compliance (temas sobre assedio, PLD, riscos);40000;0;0;0;0;0;40000;0;0;0;0;0;Assessoria para treinamentos;Assessoria para treinamentos de Compliance (temas sobre assedio, PLD, riscos);Assessoria para treinamentos - Assessoria para treinamentos de Compliance (temas sobre assedio, PLD, riscos)
2023;C0042COAUD;5200504002;34;Assessoria de Investigações - Assessoria de Investigações para suporte aos registros realizados no canal de denuncias;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;Assessoria de Investigações;Assessoria de Investigações para suporte aos registros realizados no canal de denuncias;Assessoria de Investigações - Assessoria de Investigações para suporte aos registros realizados no canal de denuncias
2023;C0042COAUD;5200504002;35;Associação ao Instituto Ethos - Associação ao Instituto Ethos de Empresas e Responsabilidade Social é uma OSCIP (Organização da Sociedade Civil de Interesse Público) pré requisito para aplicação ao pro etica;30000;0;0;0;0;0;0;0;0;0;0;0;Associação ao Instituto Ethos;Associação ao Instituto Ethos de Empresas e Responsabilidade Social é uma OSCIP (Organização da Sociedade Civil de Interesse Público) pré requisito para aplicação ao pro etica;Associação ao Instituto Ethos - Associação ao Instituto Ethos de Empresas e Responsabilidade Social é uma OSCIP (Organização da Sociedade Civil de Interesse Público) pré requisito para aplicação ao pro etica
2023;C0042COCOB;5200504002;30;Serviços de Telefonia - Twillio / Unit For/PGA/Movile/Serasa/ WhatsApp /sinch (licenças / Setup / Mensageria)\nFerramentas de aplicação de régua de cobrança.;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;Serviços de Telefonia;Twillio / Unit For/PGA/Movile/Serasa/ WhatsApp /sinch (licenças / Setup / Mensageria)\nFerramentas de aplicação de régua de cobrança.;Serviços de Telefonia - Twillio / Unit For/PGA/Movile/Serasa/ WhatsApp /sinch (licenças / Setup / Mensageria)\nFerramentas de aplicação de régua de cobrança.
2023;C0042COCSL;5200504002;30;Avaliação e Alinhamento Governança - Avaliação e Alinhamento Governança;0;0;0;0;0;0;0;0;0;0;200000;0;Avaliação e Alinhamento Governança;Avaliação e Alinhamento Governança;Avaliação e Alinhamento Governança - Avaliação e Alinhamento Governança
2023;C0042COJCG;5200504002;30;Consultoria previdenciária - Consultoria previdenciária para gestão de afastamentos e pareceres em geral;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000;13000;Consultoria previdenciária;Consultoria previdenciária para gestão de afastamentos e pareceres em geral;Consultoria previdenciária - Consultoria previdenciária para gestão de afastamentos e pareceres em geral
2023;C0042COJCG;5200504002;31;Consultoria tributária - Consultoria por hora técnica mediante demanda;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;Consultoria tributária;Consultoria por hora técnica mediante demanda;Consultoria tributária - Consultoria por hora técnica mediante demanda
2023;C0042COJCG;5200504002;32;Inscrição na OAB - Inscrição na OAB para projeto de automação;750;750;750;750;750;750;750;750;750;750;750;750;Inscrição na OAB;Inscrição na OAB para projeto de automação;Inscrição na OAB - Inscrição na OAB para projeto de automação
2023;C0042COJCG;5200504002;33;Plataforma para automação looplex - Contratação de plataforma para automação de defesas do tributário e manutenção do sistema;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;Plataforma para automação looplex;Contratação de plataforma para automação de defesas do tributário e manutenção do sistema;Plataforma para automação looplex - Contratação de plataforma para automação de defesas do tributário e manutenção do sistema
2023;C0042COJSO;5200504002;30;High Q Corporate - projeto de automação dos contratos;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;14000;High Q Corporate;projeto de automação dos contratos;High Q Corporate - projeto de automação dos contratos
2023;C0042COJUB;5200504002;30;Assessoria para Workshop Jurídico - Palestras com externos e local do evento anual do Jurídico;0;0;0;40000;0;0;0;0;0;0;0;0;Assessoria para Workshop Jurídico;Palestras com externos e local do evento anual do Jurídico;Assessoria para Workshop Jurídico - Palestras com externos e local do evento anual do Jurídico
2023;C0042COJUB;5200504002;31;Plataforma de faturamentos do Jurídico - Pagamento anual de manutenção da 2ª parte do projeto - Frequenza;21000;0;0;0;0;0;0;0;0;0;0;0;Plataforma de faturamentos do Jurídico;Pagamento anual de manutenção da 2ª parte do projeto - Frequenza;Plataforma de faturamentos do Jurídico - Pagamento anual de manutenção da 2ª parte do projeto - Frequenza
